lon,lat,dir,vel
-3.78135132790,43.52074193280,90.00265440810,0.80768402100
-3.78084626235,43.52074193280,90.00265440810,0.80653698731
-3.78034119681,43.52074193280,90.00265440810,0.80537200928
-3.77983613126,43.52074193280,90.00265440810,0.80420800781
-3.77933106571,43.52074193280,90.00265440810,0.80304302978
-3.77882600017,43.52074193280,90.00265440810,0.80187799072
-3.77832093462,43.52074193280,90.00265440810,0.80089801025
-3.77781586908,43.52074193280,90.00265440810,0.80010302734
-3.77731080353,43.52074193280,90.00265440810,0.79930700684
-3.77680573799,43.52074193280,90.00265440810,0.79851202393
-3.77630067244,43.52074193280,90.00265440810,0.79771600342
-3.77579560690,43.52074193280,90.00265440810,0.79753302002
-3.77529054135,43.52074193280,90.00265440810,0.79796301270
-3.77478547581,43.52074193280,90.00265440810,0.79839300537
-3.77428041026,43.52074193280,90.00265440810,0.79882202148
-3.77377534471,43.52074193280,90.00265440810,0.79925201416
-3.77327027917,43.52074193280,90.00265440810,0.80017102051
-3.77276521362,43.52074193280,90.00265440810,0.80158001709
-3.77226014808,43.52074193280,90.00265440810,0.80298797607
-3.77175508253,43.52074193280,90.00265440810,0.80439697266
-3.77125001699,43.52074193280,90.00265440810,0.80580603027
-3.77074495144,43.52074193280,90.00265440810,0.80721502686
-3.77023988590,43.52074193280,90.00265440810,0.80862597656
-3.76973482035,43.52074193280,90.00265440810,0.81003698730
-3.76922975481,43.52074193280,90.00265440810,0.81144702148
-3.76872468926,43.52074193280,90.00265440810,0.81285797119
-3.76821962371,43.52074193280,90.00265440810,0.81391900635
-3.76771455817,43.52074193280,90.00265440810,0.81463000488
-3.76720949262,43.52074193280,90.00265440810,0.81534197998
-3.76670442708,43.52074193280,90.00265440810,0.81605297852
-3.76619936153,43.52074193280,90.00265440810,0.81676397705
-3.76569429599,43.52074193280,90.00265440810,0.81715997315
-3.76518923044,43.52074193280,90.00265440810,0.81723999023
-3.76468416490,43.52074193280,90.00265440810,0.81732000732
-3.76417909935,43.52074193280,90.00265440810,0.81740100098
-3.76367403381,43.52074193280,90.00265440810,0.81748101807
-3.76316896826,43.52074193280,90.00265440810,0.81755798340
-3.76266390271,43.52074193280,90.00265440810,0.81763098145
-3.76215883717,43.52074193280,90.00265440810,0.81770397949
-3.76165377162,43.52074193280,90.00265440810,0.81777697754
-3.76114870608,43.52074193280,90.00265440810,0.81784997559
-3.76064364053,43.52074193280,90.00265440810,0.81827899170
-3.76013857499,43.52074193280,90.00265440810,0.81906500244
-3.75963350944,43.52074193280,90.00265440810,0.81984997559
-3.75912844390,43.52074193280,90.00265440810,0.82063500977
-3.75862337835,43.52074193280,90.00265440810,0.82141998291
-3.75811831281,43.52074193280,90.00265440810,0.82268701172
-3.75761324726,43.52074193280,90.00265440810,0.82443597412
-3.75710818172,43.52074193280,90.00265440810,0.82618499756
-3.75660311617,43.52074193280,90.00265440810,0.82793298340
-3.75609805062,43.52074193280,90.00265440810,0.82968200684
-3.75559298508,43.52074193280,90.00265440810,0.83170599365
-3.75508791953,43.52074193280,90.00265440810,0.83400402832
-3.75458285399,43.52074193280,90.00265440810,0.83630297852
-3.75407778844,43.52074193280,90.00265440810,0.83860101318
-3.75357272290,43.52074193280,90.00265440810,0.84090002441
-3.75306765735,43.52074193280,90.00265440810,0.84310400391
-3.75256259181,43.52074193280,90.00265440810,0.84521502686
-3.75205752626,43.52074193280,90.00265440810,0.84732598877
-3.75155246072,43.52074193280,90.00265440810,0.84943701172
-3.75104739517,43.52074193280,90.00265440810,0.85154699707
-3.75054232962,43.52074193280,90.00265440810,0.85331500244
-3.75003726408,43.52074193280,90.00265440810,0.85473797607
-3.74953219853,43.52074193280,90.00265440810,0.85616198731
-3.74902713299,43.52074193280,90.00265440810,0.85758599853
-3.74852206744,43.52074193280,90.00265440810,0.85901000977
-3.74801700190,43.52074193280,90.00265440810,0.86003900147
-3.74751193635,43.52074193280,90.00265440810,0.86067401123
-3.74700687081,43.52074193280,90.00265440810,0.86130902100
-3.74650180526,43.52074193280,90.00265440810,0.86194396973
-3.74599673972,43.52074193280,90.00265440810,0.86257897949
-3.74549167417,43.52074193280,90.00265440810,0.86294598389
-3.74498660862,43.52074193280,90.00265440810,0.86304302979
-3.74448154308,43.52074193280,90.00265440810,0.86314099121
-3.74397647753,43.52074193280,90.00265440810,0.86323797607
-3.74347141199,43.52074193280,90.00265440810,0.86333502197
-3.74296634644,43.52074193280,90.00265440810,0.86339801025
-3.74246128090,43.52074193280,90.00265440810,0.86342700195
-3.74195621535,43.52074193280,90.00265440810,0.86345501709
-3.74145114981,43.52074193280,90.00265440810,0.86348297119
-3.74094608426,43.52074193280,90.00265440810,0.86351202393
-3.74044101872,43.52074193280,90.00265440810,0.86371002197
-3.73993595317,43.52074193280,90.00265440810,0.86407897949
-3.73943088762,43.52074193280,90.00265440810,0.86444799805
-3.73892582208,43.52074193280,90.00265440810,0.86481597900
-3.73842075653,43.52074193280,90.00265440810,0.86518499756
-3.73791569099,43.52074193280,90.00265440810,0.86575000000
-3.73741062544,43.52074193280,90.00265440810,0.86651000977
-3.73690555990,43.52074193280,90.00265440810,0.86727001953
-3.73640049435,43.52074193280,90.00265440810,0.86803002930
-3.73589542881,43.52074193280,90.00265440810,0.86878997803
-3.73539036326,43.52074193280,90.00265440810,0.86960998535
-3.73488529772,43.52074193280,90.00265440810,0.87048999023
-3.73438023217,43.52074193280,90.00265440810,0.87136999512
-3.73387516662,43.52074193280,90.00265440810,0.87225000000
-3.73337010108,43.52074193280,90.00265440810,0.87313000488
-3.73286503553,43.52074193280,90.00265440810,0.87398602295
-3.73235996999,43.52074193280,90.00265440810,0.87481799316
-3.73185490444,43.52074193280,90.00265440810,0.87565002441
-3.73134983890,43.52074193280,90.00265440810,0.87648297119
-3.73084477335,43.52074193280,90.00265440810,0.87731500244
-3.73033970781,43.52074193280,90.00265440810,0.87809197998
-3.72983464226,43.52074193280,90.00265440810,0.87881500244
-3.72932957672,43.52074193280,90.00265440810,0.87953802490
-3.72882451117,43.52074193280,90.00265440810,0.88026098633
-3.72831944562,43.52074193280,90.00265440810,0.88098297119
-3.72781438008,43.52074193280,90.00265440810,0.88171600342
-3.72730931453,43.52074193280,90.00265440810,0.88246002197
